Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,AI_Override_Events
MC_007794,Labeler,2018,64940,55.3,20.73,74.68,73.6,40.75,69.23,130,5,0,FALSE,7,196,FALSE,,,,,0
MC_007807,Pump,2021,34515,83.72,13.22,53.93,79.76,21.64,147.18,183,6,0,FALSE,6,627,FALSE,,,,,0
MC_007861,Boiler,2023,91676,67.26,4.57,91.04,38,85.99,54.3,191,5,0,TRUE,1,142,FALSE,,,,563.2,1
MC_007886,Boiler,2021,249,49.12,8.5,76.67,62.71,89.66,52.64,255,7,2,FALSE,1,966,FALSE,,,,480.75,0
MC_007899,Conveyor_Belt,2021,75483,56.25,7.53,86.22,39.51,91.1,102.37,49,4,2,FALSE,4,166,FALSE,,,,,0
MC_007925,Palletizer,2019,59862,38.4,10.63,81.1,53.22,68.77,154.42,247,4,2,FALSE,2,304,FALSE,,,,,0
MC_007941,Labeler,2018,29011,75.64,9.94,69.59,44.23,71.34,140.12,220,2,2,FALSE,1,700,FALSE,,,,,0
MC_007964,Heat_Exchanger,2018,24364,46.13,13.15,77.12,100,60.66,96.41,207,6,1,TRUE,5,706,FALSE,,,,466.92,1
MC_007981,Palletizer,2015,58327,51.83,13.99,82.2,38.82,65.7,167.72,228,6,2,FALSE,4,328,FALSE,,,,,0
MC_008006,Grinder,2016,7116,77.41,13.73,102.58,40.57,80.38,43.15,124,6,2,TRUE,5,827,FALSE,,,,,1
MC_008014,Shrink_Wrapper,2021,95928,80.11,-1.7,80.75,80.21,80.41,225.62,281,3,2,FALSE,3,105,FALSE,,,,,0
MC_008168,Compressor,2025,96362,38.61,9.18,84.91,63.61,61.35,156.61,107,3,3,FALSE,0,0,TRUE,,,,,0
MC_008194,Boiler,2023,41794,39.15,24.05,80.39,99.82,69.18,52.92,262,7,0,FALSE,2,482,FALSE,,,,423.86,0
MC_008203,3D_Printer,2017,70609,63.06,13.63,59.46,100,32.33,74.8,347,6,1,FALSE,1,171,FALSE,,,,,0
MC_008311,Forklift_Electric,2023,54313,70.87,19.31,64.86,84.81,53.54,42.51,128,7,2,TRUE,6,322,FALSE,,,,,1
MC_008319,Vacuum_Packer,2024,35327,95.15,5.27,76.81,84.36,72.6,176.03,225,8,6,TRUE,4,565,FALSE,,,,,0
MC_008340,Labeler,2022,97987,52.19,17.44,58.56,69.37,33.57,100,292,1,4,FALSE,2,0,TRUE,,,,,0
MC_008385,Boiler,2025,38201,49.64,9.64,94.3,76.45,28.37,126.92,242,4,4,TRUE,4,577,FALSE,,,,466.72,4
MC_008445,Mixer,2019,32684,45.18,20.15,64.5,100,41.18,272.08,177,3,5,FALSE,2,570,FALSE,,,,,0
MC_008450,Vacuum_Packer,2023,46240,62.76,11.87,86.19,63.04,18.11,30.79,273,5,1,FALSE,3,508,FALSE,,,,,0
MC_008462,Furnace,2023,6461,42.6,5.78,66.63,73.57,78.32,209.42,250,7,2,TRUE,4,863,FALSE,,,,552.52,1
MC_008466,Palletizer,2025,43620,57.59,9.94,69.54,73.17,67.11,5.38,155,5,3,TRUE,1,565,FALSE,,,,,3
MC_008563,AGV,2020,35801,67.54,15.44,81.85,74.47,71.46,134.74,320,6,4,TRUE,5,540,FALSE,,,,,2
MC_008581,Furnace,2025,56807,61.93,5.3,81.76,44.47,92.75,175.85,277,7,2,FALSE,4,370,FALSE,,,,515.83,0
MC_008611,Press_Brake,2025,59559,68.79,10.48,76.83,68.91,92.57,232.31,14,7,3,FALSE,4,339,FALSE,,,,,0
MC_008667,Grinder,2025,63082,84.72,12.97,86.57,100,100,173.77,157,6,2,FALSE,1,376,FALSE,,,,,0
MC_008676,Shuttle_System,2021,49003,48.77,7.65,81.24,67.32,100,77.98,34,4,2,FALSE,1,378,FALSE,,,,,0
MC_008738,Valve_Controller,2017,33447,88,16.11,93.95,73.02,65.09,40.73,157,6,1,FALSE,5,637,FALSE,,,,,0
MC_008781,Laser_Cutter,2015,77221,62.3,10.63,73.13,84.44,61.31,263.16,217,0,4,FALSE,2,235,FALSE,65.29,,,,0
MC_008796,Injection_Molder,2024,94932,71.85,15.15,79.4,65.84,84.9,87.41,97,4,3,FALSE,5,0,TRUE,,114.66,,,0
MC_008869,Grinder,2017,26065,36.37,9.33,66.38,59.29,90.2,143.45,12,3,1,FALSE,5,674,FALSE,,,,,0
MC_008880,Grinder,2020,63014,33.94,6.14,69.74,83.09,47.49,-18.46,239,5,1,FALSE,5,283,FALSE,,,,,0
MC_008891,Dryer,2019,15220,61.44,13.77,78.46,54.25,44.14,27.74,316,5,1,TRUE,2,878,FALSE,,,,,2
MC_008892,Palletizer,2024,60442,47.23,4.93,79.07,60.42,85.03,132.32,193,6,2,TRUE,2,354,FALSE,,,,,1
MC_008904,Pick_and_Place,2015,69944,57.73,9.13,61.22,84.86,63.5,137.65,99,5,0,FALSE,2,226,FALSE,,,,,0
MC_008927,Industrial_Chiller,2016,70839,81.56,3.54,66.35,76.94,65.29,226.39,142,10,3,TRUE,5,263,FALSE,,,23.6,,1
MC_008936,Robot_Arm,2021,45241,80.97,11.09,71.52,31.21,77.72,187.73,121,6,2,FALSE,6,592,FALSE,,,,,0
MC_008940,Automated_Screwdriver,2017,44701,70.97,11.07,78.92,91.72,64.95,216.17,210,4,1,FALSE,5,459,FALSE,,,,,0
MC_008945,AGV,2022,14477,67.91,11.48,62.1,54.39,83.07,241.82,296,4,0,FALSE,1,740,FALSE,,,,,0
MC_008970,Palletizer,2019,75860,71.76,9.49,71.99,89.62,77.41,265.16,48,3,1,TRUE,4,152,FALSE,,,,,4
MC_008976,Labeler,2019,25404,46.99,8.79,86,59.29,24.18,146.73,56,5,2,FALSE,9,768,FALSE,,,,,0
MC_008985,Press_Brake,2021,73046,57.73,11.65,82.23,85.14,83.55,135.25,120,8,2,TRUE,0,236,FALSE,,,,,3
MC_009004,Palletizer,2024,55961,27.29,17.05,66.16,99.48,89.59,186.14,147,4,1,FALSE,4,460,FALSE,,,,,0
MC_009035,XRay_Inspector,2020,31479,73.11,5.65,66.65,83.66,32.11,222.97,68,5,3,TRUE,6,761,FALSE,,,,,1
MC_009044,Vision_System,2015,56505,61.98,10.54,77.85,66.16,99.8,91.63,155,11,8,FALSE,9,439,FALSE,,,,,0
MC_009052,Laser_Cutter,2017,56553,29.77,7.62,88.1,52.91,73.28,237.97,262,6,2,TRUE,2,446,FALSE,89.11,,,,1
MC_009075,Crane,2024,37898,51.63,10.78,54.65,72.66,82.86,146.78,335,7,0,FALSE,3,625,FALSE,,,,,0
MC_009077,Grinder,2020,99085,57.83,13.97,92.94,91.79,72.25,171.52,275,8,3,FALSE,6,0,TRUE,,,,,0
MC_009089,Shuttle_System,2020,76010,58.18,12.7,80.74,52.19,54.74,187.21,331,3,1,TRUE,4,235,FALSE,,,,,3
MC_009090,Pick_and_Place,2019,12399,43.69,9.76,71.29,60.49,91.85,235.08,83,7,3,FALSE,1,927,FALSE,,,,,0
MC_009138,Valve_Controller,2018,49216,57.51,7.08,63.39,73.94,72.28,91.66,350,3,1,FALSE,2,521,FALSE,,,,,0
MC_009198,Pump,2018,44568,42.95,8.89,78.09,100,64.08,174.96,31,8,3,FALSE,3,506,FALSE,,,,,0
MC_009248,Compressor,2020,60170,56.09,17.74,73.69,77.59,87.9,226.06,53,6,0,FALSE,4,350,FALSE,,,,,0
MC_009312,Labeler,2022,60813,43.33,15.25,89.69,72.2,47.93,70.75,49,4,3,FALSE,5,364,FALSE,,,,,0
MC_009477,CNC_Mill,2025,82582,72.83,7.42,82.88,96.57,73.08,165.91,204,8,1,FALSE,5,8,FALSE,,,44.5,,0
MC_009485,Vacuum_Packer,2018,47307,43.45,15.77,69.02,71.9,52.24,208.63,14,4,0,FALSE,4,515,FALSE,,,,,0
MC_009514,Boiler,2023,71141,81.99,6.64,80.42,79.41,74.09,99.16,301,4,4,FALSE,5,349,FALSE,,,,545,0
MC_009541,XRay_Inspector,2025,67913,66.5,8.92,76.8,68.94,57.73,109.17,241,6,0,FALSE,3,225,FALSE,,,,,0
MC_009552,Heat_Exchanger,2022,44346,74.12,12.12,80.21,77.66,74.08,145.98,66,1,1,FALSE,3,506,FALSE,,,,537.08,0
MC_009573,Mixer,2022,17717,74.61,20.75,63.23,73.3,56.98,176.32,65,6,2,FALSE,1,687,FALSE,,,,,0
MC_009589,AGV,2025,48368,60.94,5.76,84.88,80.61,66.98,162.33,48,1,1,FALSE,2,441,FALSE,,,,,0
MC_009597,Mixer,2023,23626,77.25,7.98,84.34,45.64,67.72,91.66,362,4,3,TRUE,3,670,FALSE,,,,,2
MC_009605,Industrial_Chiller,2016,27995,58.52,11.55,87.1,88.23,33.55,61.27,91,5,0,FALSE,2,663,FALSE,,,61.01,,0
MC_009718,Hydraulic_Press,2023,80801,77.87,12.04,79.67,73.2,53.43,246.04,268,4,1,FALSE,2,98,FALSE,,119.1,,,0
MC_009827,Grinder,2016,78513,55.52,9.93,70.6,84.31,35.62,200.11,286,9,2,FALSE,6,200,FALSE,,,,,0
MC_009877,Injection_Molder,2015,71523,60.18,9.75,81.2,74.32,53.5,148.23,122,5,0,FALSE,6,157,FALSE,,151.53,,,0
MC_009895,CNC_Lathe,2016,9103,48.5,7.75,77.23,34.31,84.83,238.64,354,6,1,FALSE,2,927,FALSE,,,39.66,,0
MC_009951,Shuttle_System,2015,30289,57.56,17.86,74.76,69.42,100,250.05,348,8,2,TRUE,5,649,FALSE,,,,,2
MC_009972,Mixer,2016,31562,69.25,13.09,78.08,48.51,49.13,60.72,165,6,1,FALSE,2,596,FALSE,,,,,0
MC_010038,Robot_Arm,2024,69097,53.28,0.34,72.79,60.61,65.51,299.63,282,4,2,TRUE,0,291,FALSE,,,,,1
MC_010057,Boiler,2016,78154,75.39,6.54,50.57,53.94,51.3,106.34,356,4,1,FALSE,5,105,FALSE,,,,465.25,0
MC_010108,XRay_Inspector,2015,22429,48.81,6.51,81.89,60.87,30.65,147.48,162,2,2,FALSE,2,768,FALSE,,,,,0
MC_010115,Crane,2024,8821,65.48,8.51,97.88,51.44,81.01,269.86,356,4,4,FALSE,1,866,FALSE,,,,,0
MC_010247,Furnace,2019,39275,58.36,11.35,60.61,80.01,63.04,234.33,179,4,2,FALSE,4,614,FALSE,,,,527.54,0
MC_010274,Forklift_Electric,2024,33114,59.8,10.87,81.74,59.72,50.76,78.39,351,7,2,FALSE,2,617,FALSE,,,,,0
MC_010285,Mixer,2017,86769,78.45,12.54,64.2,85.4,66.89,74.57,219,7,1,FALSE,2,114,FALSE,,,,,0
MC_010315,Palletizer,2020,89397,74.46,16.22,79.61,86.82,50.19,123.12,20,5,2,FALSE,1,0,TRUE,,,,,0
MC_010319,XRay_Inspector,2020,83928,60,4.28,75.01,43.73,81.72,137.02,340,3,0,FALSE,6,56,FALSE,,,,,0
MC_010354,Grinder,2017,37688,101.89,13.25,78.22,63.56,27.54,148.57,92,10,3,FALSE,1,648,FALSE,,,,,0
MC_010382,Crane,2019,46986,46.94,16.28,73.9,89.58,75.82,233.25,322,3,2,TRUE,4,482,FALSE,,,,,2
MC_010415,Press_Brake,2017,17835,67.97,13.14,80.39,68.82,54.83,162.81,141,7,4,FALSE,4,794,FALSE,,,,,0
MC_010426,Industrial_Chiller,2020,43259,47.37,8.52,58.2,57.23,100,213.05,120,9,0,TRUE,8,494,FALSE,,,27.38,,1
MC_010440,Valve_Controller,2019,24749,79.84,15.01,61.35,55.47,60.55,148.89,139,3,2,FALSE,3,633,FALSE,,,,,0
MC_010488,Heat_Exchanger,2021,1884,63.54,5.57,66.92,75.14,65.39,217.33,29,6,2,FALSE,3,978,FALSE,,,,487.91,0
MC_010611,Vacuum_Packer,2021,99848,54.9,8.94,74.13,80.15,66.22,42.4,8,5,3,FALSE,0,0,TRUE,,,,,0
MC_010655,Automated_Screwdriver,2022,85953,62.62,-6.94,62.14,73.55,29.75,149.4,122,6,3,TRUE,3,171,FALSE,,,,,1
MC_010751,Pump,2015,25451,71.19,6.37,58.74,51.8,80.4,75.57,262,5,1,TRUE,2,703,FALSE,,,,,3
MC_010807,Forklift_Electric,2022,32158,65.65,14.64,80.98,40.11,77.19,39.67,347,4,1,FALSE,3,551,FALSE,,,,,0
MC_010848,Industrial_Chiller,2021,42099,51.45,13.39,93.23,63.97,63.89,166.42,334,8,2,FALSE,5,537,FALSE,,,40.35,,0
MC_010870,3D_Printer,2017,37606,68.46,11.21,100.28,44.15,42.62,183.32,322,4,4,FALSE,1,585,FALSE,,,,,0
MC_010988,Pick_and_Place,2019,10154,63.56,6.58,67.37,89.7,90.46,162.65,185,7,1,FALSE,3,836,FALSE,,,,,0
MC_011047,Carton_Former,2021,83861,66.84,7.77,47.31,81.06,21.94,150.48,188,3,5,TRUE,2,126,FALSE,,,,,1
MC_011187,Conveyor_Belt,2021,69564,63.86,10.56,76.15,78.25,81.94,268.36,347,2,1,TRUE,2,220,FALSE,,,,,1
MC_011293,Mixer,2016,92219,42.84,6.77,71.93,84.33,74.28,85.88,45,5,1,TRUE,3,0,TRUE,,,,,1
MC_011354,Injection_Molder,2023,70319,51.17,9.16,77.67,100,64.9,170.31,161,3,1,FALSE,2,270,FALSE,,97.97,,,0
MC_011356,Injection_Molder,2016,76532,102.01,8.49,75.71,58.36,89.24,125.11,201,12,3,TRUE,6,205,FALSE,,113.72,,,5
MC_011385,Vision_System,2021,75219,46.99,7.34,70.75,26.48,81.41,172.13,125,8,0,TRUE,2,253,FALSE,,,,,3
MC_011426,Forklift_Electric,2016,16356,43.96,10.29,86.93,100,55.35,138.98,113,3,3,FALSE,5,775,FALSE,,,,,0
MC_011523,Grinder,2025,73606,55.77,15.01,64.59,49.34,46.45,210.67,278,6,0,FALSE,3,275,FALSE,,,,,0
MC_011546,Mixer,2024,74285,62.07,9.56,74.04,77.16,77.26,118.52,76,6,1,FALSE,3,296,FALSE,,,,,0
MC_011604,Furnace,2025,7622,78.58,8.9,65.57,63.84,67.51,221.96,320,6,1,TRUE,5,859,FALSE,,,,516.79,4
MC_011651,Carton_Former,2023,93624,75.68,11.81,66.77,100,76.35,279.05,88,6,1,FALSE,6,0,TRUE,,,,,0
MC_011758,CNC_Mill,2020,9815,67.19,16.88,58.14,68.13,73.75,144.96,56,2,1,FALSE,3,793,FALSE,,,56.24,,0
MC_011759,Vacuum_Packer,2023,26412,61.59,11.36,76.69,88.82,24.4,126.33,123,9,0,FALSE,2,644,FALSE,,,,,0
MC_011763,Vacuum_Packer,2024,4503,90.97,16.69,82.61,64.56,85.1,75.99,134,6,1,FALSE,2,848,FALSE,,,,,0
MC_011800,Industrial_Chiller,2025,39940,59,8.12,72.56,46.01,86.01,-51.64,113,5,1,FALSE,3,507,FALSE,,,39.72,,0
MC_011804,XRay_Inspector,2023,55415,61.79,4.91,91.88,74.02,58.58,91.2,33,4,3,FALSE,1,330,FALSE,,,,,0
MC_011902,Valve_Controller,2020,37782,76.21,5.13,56.29,76.14,78.89,114.26,338,4,2,TRUE,2,508,FALSE,,,,,2
MC_011934,Shrink_Wrapper,2015,46088,47.61,21.65,75.82,69.91,72.14,153.27,161,4,3,FALSE,1,413,FALSE,,,,,0
MC_011960,Press_Brake,2017,74814,50.81,14.76,68.68,94.44,46.73,85.27,287,7,2,TRUE,1,135,FALSE,,,,,1
MC_012001,CMM,2015,57758,43.29,13.48,72.77,100,100,127.32,108,1,3,FALSE,1,316,FALSE,,,,,0
MC_012027,Compressor,2024,35754,70.29,8.42,86,78.02,92.44,22.4,27,4,1,FALSE,5,537,FALSE,,,,,0
MC_012040,Pump,2020,70169,67.43,7.13,84.79,56.84,76.42,47.4,51,6,2,FALSE,1,216,FALSE,,,,,0
MC_012048,Industrial_Chiller,2025,5809,48.84,1.91,64.79,100,76.26,38.88,182,3,1,FALSE,0,932,FALSE,,,43.11,,0
MC_012052,Press_Brake,2025,22297,36.72,5.83,81.4,59.99,71.72,93.21,341,1,3,FALSE,3,774,FALSE,,,,,0
MC_012129,Hydraulic_Press,2019,55949,67.79,9.13,71.16,69.36,100,184.79,117,6,0,TRUE,3,349,FALSE,,117.7,,,4
MC_012164,Forklift_Electric,2025,82165,33.82,11.84,60.89,64.99,100,151.67,190,10,0,FALSE,4,243,FALSE,,,,,0
MC_012209,Crane,2019,8952,40.07,10.46,78.16,51.47,52.52,310.39,126,8,2,FALSE,2,916,FALSE,,,,,0
MC_012228,Labeler,2020,19580,77.35,6.07,77.58,53.08,49.38,32.09,309,6,2,TRUE,0,678,FALSE,,,,,4
MC_012240,Vacuum_Packer,2024,26772,67.74,18.18,80.2,62.28,80.26,22.05,228,0,1,FALSE,2,683,FALSE,,,,,0
MC_012241,Robot_Arm,2020,76069,50.75,7.27,76.22,38.48,63.02,195.95,225,5,2,TRUE,1,179,FALSE,,,,,0
MC_012254,XRay_Inspector,2018,99405,63.78,3.36,56.97,71.18,57.35,168.45,15,5,4,FALSE,4,32,FALSE,,,,,0
MC_012259,Grinder,2024,88215,73.16,4.74,73.07,41.37,89.48,146.74,221,13,2,FALSE,4,104,FALSE,,,,,0
MC_012264,Shrink_Wrapper,2018,52686,76.81,8.62,78.23,75.24,50.75,84.4,287,5,5,FALSE,5,391,FALSE,,,,,0
MC_012266,Compressor,2019,38017,49.26,4.18,92.28,48.28,91.92,0.1,53,1,1,FALSE,4,623,FALSE,,,,,0
MC_012275,Valve_Controller,2017,29923,27.92,11.84,74.72,94.93,100,48.17,139,7,1,FALSE,0,542,FALSE,,,,,0
MC_012302,Valve_Controller,2015,42876,85.89,-1.44,72.87,96,45.55,136.55,153,4,4,FALSE,6,559,FALSE,,,,,0
MC_012389,Shrink_Wrapper,2019,73377,76.09,10.05,67.79,75.54,81.58,183.89,17,8,0,FALSE,3,253,FALSE,,,,,0
MC_012395,Carton_Former,2015,6250,40.98,10,78.73,79.25,35.6,219.79,52,9,1,FALSE,5,956,FALSE,,,,,0
MC_012407,Compressor,2015,50601,54.29,11.19,51.75,100,76.98,204.65,2,2,0,TRUE,3,417,FALSE,,,,,2
MC_012519,Crane,2021,68105,63.27,6.12,70.33,50.44,76.42,128.08,120,5,2,TRUE,4,264,FALSE,,,,,1
MC_012562,Vision_System,2022,93620,59.92,8.98,84.52,75.77,52.47,237.27,160,4,3,TRUE,2,63,FALSE,,,,,4
MC_012578,Laser_Cutter,2015,48479,67.58,8.86,93.45,82.9,57.42,120.88,168,3,1,FALSE,4,554,FALSE,88.47,,,,0
MC_012596,Robot_Arm,2020,80062,48,12.3,80.04,35.81,91.31,189.94,101,5,1,FALSE,3,72,FALSE,,,,,0
MC_012604,Robot_Arm,2017,21792,75.15,16.36,71.05,52.33,55.39,106.45,218,4,4,TRUE,2,814,FALSE,,,,,2
MC_012629,Labeler,2023,66841,69.7,8.3,74.42,90.16,59.96,99.67,120,5,1,FALSE,3,364,FALSE,,,,,0
MC_012652,Grinder,2022,89878,49.46,12.86,96.56,77.35,27.84,41.01,338,6,3,FALSE,8,0,TRUE,,,,,0
MC_012672,Mixer,2024,91748,71,9.93,61.89,52.52,55.76,144.31,136,8,1,TRUE,2,32,FALSE,,,,,3
MC_012695,CNC_Mill,2019,30000,75.15,2.47,67.19,71.16,78.66,77.59,17,1,1,FALSE,5,658,FALSE,,,36.84,,0
MC_012824,Automated_Screwdriver,2024,7456,66.36,13.18,73.15,50.32,61.03,212.79,229,8,4,FALSE,2,845,FALSE,,,,,0
MC_012848,Compressor,2017,84900,70.74,12.6,65.38,53.85,100,251.07,21,7,3,FALSE,0,107,FALSE,,,,,0
MC_012872,Shuttle_System,2017,15626,68.46,11.43,70.92,68.46,67.39,104.81,69,3,0,TRUE,3,823,FALSE,,,,,1
MC_012906,Compressor,2020,52636,67.47,16.03,74.94,54.93,60.96,188.78,105,6,2,FALSE,2,355,FALSE,,,,,0
MC_012923,Robot_Arm,2022,92240,60.1,19.53,80.95,87.14,42.98,227.51,203,10,1,FALSE,4,45,FALSE,,,,,0
MC_012937,Shuttle_System,2019,55318,68.48,4.8,92.74,48.42,33.33,153.91,268,2,1,FALSE,5,423,FALSE,,,,,0
MC_012966,Dryer,2018,26687,63.89,15.65,69.07,66.44,55.93,123.21,129,5,2,FALSE,4,717,FALSE,,,,,0
MC_012992,Vision_System,2015,67251,33.53,14.78,67.99,67.26,86.13,-35.88,198,5,0,FALSE,4,275,FALSE,,,,,0
MC_012997,Pump,2021,34195,45.06,7.99,57.1,80.25,62.34,187.66,201,3,2,TRUE,6,588,FALSE,,,,,4
MC_013038,Heat_Exchanger,2018,56642,74.84,6.75,88.58,79.59,42.11,171.37,297,6,5,FALSE,2,443,FALSE,,,,422.7,0
MC_013044,Pump,2022,2684,63.34,8.23,67.04,88.81,72.91,101.85,215,4,1,TRUE,3,896,FALSE,,,,,0
MC_013056,Vacuum_Packer,2017,55366,49.15,13.77,83.69,87.1,75.31,118.86,123,4,0,TRUE,2,315,FALSE,,,,,3
MC_013066,Crane,2022,89264,54.68,7.62,54.53,69.75,45.27,183.92,101,1,2,FALSE,4,165,FALSE,,,,,0
MC_013173,Industrial_Chiller,2025,3676,42.86,5.91,82.75,90.8,30.99,163.61,309,2,0,FALSE,2,1035,FALSE,,,48.53,,0
MC_013209,Dryer,2021,1261,70.67,7.94,75.31,78.19,75.19,163.43,196,3,2,FALSE,1,978,FALSE,,,,,0
MC_013241,Mixer,2021,43924,56.91,11.07,75.14,72.99,17.76,214.16,178,8,3,FALSE,4,517,FALSE,,,,,0
MC_013285,Pump,2015,53194,72.13,8.39,96.94,96.7,64.39,166.75,295,3,1,TRUE,2,411,FALSE,,,,,2
MC_013359,Palletizer,2020,42357,54.55,11.61,81.53,56.89,100,168.58,135,6,1,FALSE,6,625,FALSE,,,,,0
MC_013381,Carton_Former,2018,49124,70.02,13.43,73.02,82.69,98.86,173.57,233,6,1,FALSE,5,384,FALSE,,,,,0
MC_013397,Mixer,2016,51693,75.94,7.48,83.98,68.89,94.8,71.26,251,5,1,FALSE,5,478,FALSE,,,,,0
MC_013432,Forklift_Electric,2017,82430,26.31,17.37,63.22,54.17,74.97,-28.48,68,5,3,FALSE,1,138,FALSE,,,,,0
MC_013447,Vision_System,2016,15149,25.01,7.24,81.19,92.36,61.22,70.75,171,5,1,TRUE,0,793,FALSE,,,,,3
MC_013662,Conveyor_Belt,2018,194,74.66,10.39,66.69,86.96,57.18,155.79,55,6,2,FALSE,2,937,FALSE,,,,,0
MC_013690,Industrial_Chiller,2022,56678,46.74,5.35,60.93,77.58,69.76,210.91,19,5,3,FALSE,4,442,FALSE,,,46.52,,0
MC_013704,Press_Brake,2024,67580,61.74,11.47,68.54,56.42,77.53,114.56,252,7,1,FALSE,4,309,FALSE,,,,,0
MC_013762,Mixer,2016,79958,75.23,3.92,81.24,87.41,100,232.11,356,11,0,FALSE,2,208,FALSE,,,,,0
MC_013769,Boiler,2017,1391,67.18,17.3,90.38,30.45,69.99,134,126,3,1,FALSE,4,866,FALSE,,,,502.33,0
MC_013795,Vacuum_Packer,2023,29000,75.75,4.5,89.27,83.38,65.96,88.65,104,5,4,FALSE,5,722,FALSE,,,,,0
MC_013835,Robot_Arm,2021,48954,43.79,3.3,74.94,80.56,61.43,262.16,303,2,3,TRUE,5,533,FALSE,,,,,5
MC_013855,3D_Printer,2020,80803,78.14,2.56,79.79,85.28,64.51,130.55,220,7,2,TRUE,5,192,FALSE,,,,,1
MC_013916,Dryer,2016,68032,56.42,4.93,70.31,100,78.11,162.42,195,8,3,TRUE,7,335,FALSE,,,,,4
MC_013940,Pick_and_Place,2016,85814,51.01,6.8,78.67,69.42,79.79,152.75,50,8,2,FALSE,4,138,FALSE,,,,,0
MC_013960,Compressor,2019,6318,55.51,13.19,84.7,68.18,100,144.41,303,4,3,FALSE,0,765,FALSE,,,,,0
MC_013977,Robot_Arm,2025,37551,69.41,1.48,71.04,63.59,66.65,221.08,199,10,2,TRUE,2,650,FALSE,,,,,4
MC_014020,Compressor,2024,80531,37.63,7.4,70.83,71.14,52.19,-80.89,234,6,2,FALSE,1,105,FALSE,,,,,0
MC_014067,Furnace,2021,79195,60.53,13.23,91.21,60.02,31.43,132.46,18,0,0,TRUE,4,128,FALSE,,,,435.15,3
MC_014102,Vision_System,2024,46974,89.36,3.98,68.41,40.39,48.22,171.65,176,7,0,TRUE,3,477,FALSE,,,,,3
MC_014123,Conveyor_Belt,2023,5378,40.23,3.87,70.31,97.43,68.73,242.34,86,4,1,TRUE,2,920,FALSE,,,,,0
MC_014134,Injection_Molder,2018,77385,72.07,10.62,81.91,44.56,60.24,108.64,316,5,0,FALSE,2,163,FALSE,,100.69,,,0
MC_014151,Mixer,2022,42319,66.62,15.14,89.94,49.06,75.84,92.35,80,7,2,FALSE,5,471,FALSE,,,,,0
MC_014182,Heat_Exchanger,2023,3659,67.11,9.66,78.23,94.7,29.26,107.91,224,10,3,TRUE,5,940,FALSE,,,,596,1
MC_014201,Valve_Controller,2021,75861,59.47,6.28,84.49,96.26,36.98,-18.76,302,4,2,FALSE,2,250,FALSE,,,,,0
MC_014213,Conveyor_Belt,2018,29855,56.15,2.89,79.51,79.13,74.22,249.89,8,10,3,FALSE,3,664,FALSE,,,,,0
MC_014307,Grinder,2020,99285,60.76,14.2,90.14,84.88,42.92,124.6,304,3,5,TRUE,5,0,TRUE,,,,,0
MC_014331,Shrink_Wrapper,2019,62283,62.96,13.14,82.84,55.61,74.16,129.32,156,7,1,TRUE,4,349,FALSE,,,,,2
MC_014362,Heat_Exchanger,2020,83841,60.43,12.27,71.34,99.11,72.99,230.7,97,4,1,TRUE,1,146,FALSE,,,,472.18,5
MC_014396,CNC_Lathe,2015,29645,58.57,14.56,70.57,58.31,53.36,181.14,303,3,1,TRUE,3,651,FALSE,,,36.26,,0
MC_014448,Vision_System,2025,86291,52.18,10.43,81.53,59.81,33.93,94.59,161,6,3,FALSE,1,149,FALSE,,,,,0
MC_014479,Pick_and_Place,2024,78164,68.05,16.09,85.45,92.25,58.65,123.72,175,2,2,FALSE,3,113,FALSE,,,,,0
MC_014523,Injection_Molder,2019,46647,77.93,9.08,69.25,48.05,44.14,75.42,184,6,2,TRUE,3,406,FALSE,,108.1,,,2
MC_014537,Conveyor_Belt,2022,7247,41.81,14.87,71.2,66.01,80.07,156.96,118,4,2,FALSE,3,843,FALSE,,,,,0
MC_014600,Boiler,2025,75793,64.33,10.32,93.54,87.57,68.18,76.12,11,2,1,TRUE,0,174,FALSE,,,,613.17,4
MC_014638,Boiler,2018,57135,52.41,13.23,83.07,100,100,53.51,10,5,2,FALSE,3,413,FALSE,,,,460.67,0
MC_014716,Shuttle_System,2023,28600,55.27,15.45,70.63,76.49,100,137.46,338,5,3,FALSE,4,683,FALSE,,,,,0
MC_014761,Robot_Arm,2015,35164,65.57,3.57,51.73,64.77,27.48,-5.83,40,2,2,TRUE,4,595,FALSE,,,,,3
MC_014787,CNC_Mill,2024,17207,74.79,6.19,84.49,81.97,66.6,272.53,159,3,0,TRUE,5,727,FALSE,,,46.84,,1
MC_014820,Mixer,2018,68253,54.08,8.32,73.94,89.85,32.51,151.8,232,7,0,TRUE,5,255,FALSE,,,,,3
MC_014845,Industrial_Chiller,2016,21847,39.51,-2.96,69.31,79.49,27.41,122.07,349,2,1,FALSE,1,766,FALSE,,,36.35,,0
MC_014894,Forklift_Electric,2021,22329,43.27,-2.41,59.87,100,92.3,68.42,214,4,1,FALSE,2,734,FALSE,,,,,0
